main_gloss,og_gloss,dominant_start_handshape,non_dominant_start_handshape,dominant_end_handshape,non_dominant_end_handshape,handedness,variant_1,variant_2,compounded_word,notes
LOUDSPEAKER,LOUDSPEAKER,5,5,5,5,1,,,,
LOUSY,LOUSY,3,,3,,1,,,,
LOVE,LOVE,A,A,A,A,1,,,,
LOVE,LOVE,S,S,S,S,1,,,,
LOW,LOW,L,,L,,1,,,,
LOW,LOW,B-L,B-L,B-L,B-L,1,,,,
LOW,LOW,5,5,5,5,1,,,,
LOWERCASE/TINY,LOWERCASE/TINY,sml-C-3,,G,,1,LOWERCASE,TINY,,
LOWERCASE/TINY,LOWERCASE/TINY,L,,G,,1,LOWERCASE,TINY,,
LUCKY,LUCKY,25,,25,,1,,,,
LUNCH,LUNCH,L,,L,,1,,,,
LUNCH,EAT+NOON,flat-O,,flat-B,flat-B,1,,,EAT+NOON,
LUNCH,EAT+NOON,flat-O,,B-L,B-L,1,,,EAT+NOON,
LUNCH,EAT+NOON,flat-O,,B,B,1,,,EAT+NOON,
LUNCHROOM,EAT+BOX/ROOM,flat-O,,B-L,B-L,1,BOX,ROOM,EAT+ROOM,
LUNGS,LUNGS,bent-B-L,bent-B-L,bent-B-L,bent-B-L,1,,,,
LUNGS,LUNGS,crvd-B,crvd-B,crvd-B,crvd-B,1,,,,
LUTHERAN,LUTHERAN,L,B-L,L,B-L,1,,,,
LUTHERAN PERSON,LUTHERAN+AGENT,L,B-L,B-L,B-L,1,,,LUTHERAN+AGENT,
M,M,bent-M,,bent-M,,1,,,,alphabet
M,M,M,,M,,1,,,,alphabet
M,M,full-M,,full-M,,1,,,,alphabet
MACHINE,MACHINE,5-C,5-C,5-C,5-C,1,,,,
MACHINE,MACHINE,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
MACHINE,MACHINE,5-C-L,5-C-L,5-C-L,5-C-L,1,,,,
MAD,MAD,crvd-5,,crvd-5,,1,,,,
MAD,MAD,5,,crvd-sprd-B,,1,,,,
MAD,MAD,5-C,,5-C,,1,,,,
MAD,MAD,5,,crvd-5,,1,,,,
MAD,MAD,5,,5-C,,1,,,,
MAD,MAD,5,,5-C-tt,,1,,,,
MAD,MAD,crvd-5,,5-C,,1,,,,
MAD,MAD,crvd-5,,5-C-tt,,1,,,,
MAGAZINE,MAGAZINE,10,B-L,10,B-L,1,,,,
MAGAZINE,MAGAZINE,L-X,B-L,L-X,B-L,1,,,,
MAGIC,MAGIC,A,A,5,5,1,,,,
MAGIC,MAGIC,S,S,5,5,1,,,,
MAGNET,MAGNET_2,8,8,8,8,1,,,,
MAGNET,MAGNET,crvd-sprd-B,flat-B,flat-O,flat-B,1,,,,
MAGNET,MAGNET_3,5,B-L,8,B-L,1,,,,
MAGNET,MAGNET,crvd-sprd-B,flat-O,flat-O,flat-O,1,,,,
MAJOR,MAJOR,B-L,B-xd,B-L,B-xd,1,,,,
MAJOR,MAJOR,B-xd,B-xd,B-xd,B-xd,1,,,,
MAKE,MAKE,S,S,S,S,1,,,,
MAKE A LIST,LIST+DO-DO,bent-B-L,B-L,flat-G,flat-G,1,,,LIST+DO-DO,
MAKE BUBBLES,MAKE-BUBBLES,O,,fanned-flat-O,,1,,,,
MALAYSIA,ns-nat-MALAYSIA,B-L,B-L,B-L,B-L,1,,,,
MALAYSIA,ns-nat-MALAYSIA,B-L,B-L,B-L,flat-B,1,,,,
MALE COUSIN,MALE-COUSIN,C,,C,,1,,,,
MAN,MAN_2,B-L,,flat-O,,1,,,,
MAN,MAN,A,,5,,1,,,,
MAN,MAN,5,,5,,1,,,,
MANAGE/CONTROL,MANAGE/CONTROL,X,X,X,X,1,MANAGE,CONTROL,,
MANAGER/CONTROLLER,MANAGE/CONTROL+AGENT,X,X,B-L,B-L,1,MANAGE,CONTROL,MANAGE/CONTROL+AGENT,
MANY,MANY,S,S,5,5,1,,,,
MARCHING,MARCHING,4,4,4,4,1,,,,
MARCHING,MARCHING,5,5,5,5,1,,,,
MARCHING,MARCHING,5,4,4,4,1,,,,
MARIJUANA,MARIJUANA,F,,F,,1,,,,
MARIONETTE,MARIONETTE,open-F,open-F,F,F,1,,,,
MARIONETTE,MARIONETTE,F,F,F,F,1,,,,
MARRY,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,1,,,,
MARRY,MARRY,crvd-5,crvd-B,crvd-B,crvd-B,1,,,,
MASK,MASK,crvd-B,,crvd-B,,1,,,,
MATCH,MATCH,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
MATCH,MATCH,5-C-L,5-C-L,5-C-L,5-C-L,1,,,,
MATERIAL,MATERIAL,bent-M,B-L,bent-M,B-L,1,,,,
MATERIAL,MATERIAL,crvd-flat-B,B-L,crvd-flat-B,B-L,1,,,,
MATERIAL,MATERIAL,crvd-flat-B,flat-B,crvd-flat-B,flat-B,1,,,,
MATH,MATH,bent-M,bent-M,bent-M,bent-M,1,,,,
MATH,MATH,alt-M,alt-M,alt-M,alt-M,1,,,,
MAXIMUM,MAXIMUM,B-L,B-L,B-L,B-L,1,,,,
MAYBE,MAYBE,B-L,B-L,B-L,B-L,1,,,,
MAYO,fs-MAYO,M,,O,,1,,,,fingerspelled
MCDONALD,ns-MCDONALD,bent-M,psv,D,psv,1,,,,
MCDONALD,ns-MCDONALD,M,psv,D,psv,1,,,,
MEAN/INTEND,THINK+MEAN,1,,V,B-L,1,,,THINK+MEAN,
MEAN/INTEND,(V)THINK+MEAN,V,,V,B-L,1,,,THINK+MEAN,
MEASLES,MEASLES,5-C-L,5-C-L,5-C-L,5-C-L,1,,,,
MEAT,MEAT,F,B-L,F,B-L,1,,,,
MEAT,MEAT,open-8,B-L,open-8,B-L,1,,,,
MEDIATOR,BETWEEN/SHARE+AGENT,B-L,B-L,B-L,B-L,1,BETWEEN,SHARE,BETWEEN/SHARE+AGENT,
MEDICAL PATIENT,MEDICAL-PATIENT,K,,K,,1,,,,
MEDICINE,MEDICINE,25,B-L,25,B-L,1,,,,
MEDITATE,MEDITATE,8,8,8,8,1,,,,
MEET,MEET,1,1,1,1,1,,,,
MEETING,MEETING,5,5,fanned-flat-O,fanned-flat-O,1,,,,
MEETING,MEETING,crvd-sprd-B,crvd-sprd-B,flat-O,flat-O,1,,,,
MEETING,MEETING,fanned-flat-O,fanned-flat-O,flat-O,flat-O,1,,,,
MELON/PUMPKIN,MELON/PUMPKIN,cocked-8,psv,open-8,psv,1,MELON,PUMPKIN,,
MELON/PUMPKIN,MELON/PUMPKIN,7,O,7,O,1,MELON,PUMPKIN,,
MELT/SOLVE,MELT/SOLVE,crvd-sprd-B,crvd-sprd-B,A,A,1,MELT,SOLVE,,
MELT/SOLVE,MELT/SOLVE,flat-O,flat-O,A,A,1,MELT,SOLVE,,
MEMBER,MEMBER,bent-B-xd,,bent-B-xd,,1,,,,
MEMBER,MEMBER,bent-B,,bent-B,,1,,,,
MEMBER,MEMBER,full-M,,full-M,,1,,,,
MEMORIZE,MEMORIZE,5,,S,,1,,,,
MENSTRUATE,MENSTRUATE,A,,A,,1,,,,
MENTAL SCAR,MENTAL-SCAR,X,,X,,1,,,,
MENTALLY RETARDED,MENTALLY-RETARDED,bent-M,,R,,1,,,,
MENTALLY RETARDED,MENTALLY-RETARDED,B,,R,,1,,,,
MERGE/MAINSTREAM,MERGE/MAINSTREAM,5,5,5,5,1,MERGE,MAINSTREAM,,
MESS UP/MAKE A MISTAKE,THINK+MESSED-UP,1,,crvd-5,crvd-5,1,,,THINK+MESSED-UP,
MESSED UP,MESSED-UP,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
METAL,METAL,X,,X,,1,,,,
METHOD,METHOD,M,M,M,M,1,,,,
MEXICO,ns-nat-MEXICO,V,,V,,1,,,,
MEXICO,(M)ns-MEXICO,full-M,,full-M,,1,,,,
MEXICO/SPAIN,ns-MEXICO/SPAIN,X,X,X,X,1,MEXICO,SPAIN,,
MIAMI,ns-MIAMI,full-M,S,full-M,S,1,,,,
MIAMI,ns-MIAMI,bent-M,B,bent-M,B,1,,,,
MICKEY MOUSE,ns-MICKEY-MOUSE,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
MICROPHONE,MICROPHONE,S,,S,,1,,,,
MICROWAVE,MICROWAVE,S,S,crvd-sprd-B,crvd-sprd-B,1,,,,
MICROWAVE,MICROWAVE,S,S,V,V,1,,,,
MIDDLE,MIDDLE,25,B-L,25,B-L,1,,,,
MIDDLE ITEM IN LIST,LIST-ORDER-MIDDLE,1,5,1,5,1,,,,
MIDNIGHT,MIDNIGHT,cocked-U,psv,V,psv,1,,,,
MIDNIGHT,MIDNIGHT,V,B,V,B,1,,,,
MIDNIGHT,MIDNIGHT,alt-N,B,V,B,1,,,,
MIDWEST,MIDDLE+WEST,25,B-L,W,,1,,,MIDDLE+WEST,
MILAN,ns-nat-MILAN,1,1,1,1,1,,,,
MILITARY,MILITARY,10,10,10,10,1,,,,
MILITARY,MILITARY,S,S,S,S,1,,,,
MILK,MILK,crvd-sprd-B,,S,,1,,,,
MILK,MILK,S,,S,,1,,,,
MILK COW,MILK-COW,crvd-5,crvd-5,S,S,1,,,,
MILLION/BILLION,MILLION/BILLION,bent-B-L,B-L,bent-B-L,B-L,1,MILLION,BILLION,,
MILLIONAIRE/BILLIONAIRE,MILLION/BILLION+AGENT,bent-B-L,B-L,B-L,B-L,1,MILLION,BILLION,MILLION/BILLION+AGENT,
MILLIONAIRE/BILLIONAIRE,MILLION/BILLION_2+AGENT,bent-B-L,B-L,B-L,B-L,1,MILLION,BILLION,MILLION/BILLION+AGENT,
MIND,MIND,X,,X,,1,,,,
MIND BLOWN,MIND+BLOW-UP,1,,B-L,S,1,,,MIND+BLOW-UP,
MINOR,MINOR,1,B,1,B,1,,,,
MINOR,MINOR,B-xd,flat-B,B-xd,flat-B,1,,,,
MINUTE,MINUTE,D,B-L,D,B-L,1,,,,
MINUTE,MINUTE,1,B-L,1,B-L,1,,,,
MINUTE,MINUTE,1,1,1,1,1,,,,
MIRROR,MIRROR,B-L,,B-L,,1,,,,
MISCOMMUNICATE,COMMUNICATE+MISCOMMUNICATE,C,C,C,C,1,,,COMMUNICATE+MISCOMMUNICATE,
MISCOMMUNICATE,MISCOMMUNICATE,C,C,C,C,1,,,,
MISS/ASSUME,MISS/ASSUME,crvd-5,,S,,1,MISS,ASSUME,,
MISTAKE,MISTAKE,Y,,Y,,1,,,,
MISUNDERSTAND,MISUNDERSTAND,V,,V,,1,,,,
MISUNDERSTAND,MISUNDERSTAND,V,V,V,V,1,,,,
MIX UP,MIX-UP,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
MIX UP,MIX-UP,5,crvd-5,crvd-5,crvd-5,1,,,,
MODEL,MODEL,M,B-L,M,B-L,1,,,,
MOLD,MOLD,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
MOLD,MOLD,crvd-5,crvd-5,5-C,5-C,1,,,,
MONDAY,MONDAY,bent-M,,bent-M,,1,,,,
MONDAY,MONDAY,M,,M,,1,,,,
MONDAY,MONDAY,full-M,,full-M,,1,,,,
MONEY,MONEY,flat-O,B-L,flat-O,B-L,1,,,,
MONEY,MONEY,bent-M,crvd-flat-B,bent-M,crvd-flat-B,1,,,,
MONEY TRANSACTION,MONEY+TRADE,flat-O,flat-B,flat-O,flat-O,1,,,MONEY+TRADE,
MONEY TRANSACTION,MONEY+TRADE,flat-O,B-L,flat-O,flat-O,1,,,MONEY+TRADE,
MONKEY,MONKEY,5,5,5-C,5-C,1,,,,
MONKEY,MONKEY,crvd-5,crvd-5,5-C-L,5-C-L,1,,,,
MONKEY,MONKEY,5,5,5-C-L,5-C-L,1,,,,
MONTANA,ns-MONTANA,B,B,bent-M,bent-M,1,,,,
MONTANA,ns-MONTANA,bent-M,bent-M,bent-M,bent-M,1,,,,
MOOCH,MOOCH,tight-C-2,tight-C-2,flat-O_2,flat-O_2,1,,,,
MOON,MOON,crvd-L,,crvd-L,,1,,,,
MOOSE,MOOSE,5,5,5,5,1,,,,
MOP,MOP,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,1,,,,
MOP,MOP,A,A,A,A,1,,,,
MOP,MOP,S,S,S,S,1,,,,
MORE,MORE,flat-O,flat-O,flat-O,flat-O,1,,,,
MORE,MORE,O,O,O,O,1,,,,
MORE THAN,MORE-THAN,bent-B-L,bent-B-L,bent-B-L,bent-B-L,1,,,,
MORNING,MORNING,B-xd,B-L,B-xd,B-L,1,,,,
MORNING,MORNING,B-L,B-L,B-L,B-L,1,,,,
MORNING,MORNING,flat-B,flat-B,flat-B,flat-B,1,,,,
MORNING,MORNING,B,B-L,B,B-L,1,,,,
MOSES,ns-MOSES,bent-M,B-L,bent-M,B-L,1,,,,
MOSES,ns-MOSES,alt-M,B-L,alt-M,B-L,1,,,,
MOSQUE,MOSQUE,bent-M,B,bent-M,B,1,,,,
MOSQUITO,(S)MOSQUITO,S,S,S,S,1,,,,
MOSQUITO,MOSQUITO,F,,B-L,,1,,,,
MOSQUITO,MOSQUITO,8,,B-L,,1,,,,
MOSQUITO,MOSQUITO,25,,B-L,,1,,,,
MOST,MOST,10,10,10,10,1,,,,
MOTHER,MOTHER,5,,5,,1,,,,
MOTHER-IN-LAW,MOTHERwg+LAW,5,,L,B-L,1,,,MOTHER+LAW,
MOTHER-IN-LAW,MOTHER+LAW,5,,L,B-L,1,,,MOTHER+LAW,
MOTIVATE,MOTIVATE,B-L,B-L,B-L,B-L,1,,,,
MOTIVATOR,MOTIVATE+AGENT,B-L,B-L,B-L,B-L,1,,,MOTIVATE+AGENT,
MOTOR,MOTOR,5,5,5,5,1,,,,
MOTORCYCLE,MOTORCYCLE,S,S,S,S,1,,,,
MOUNTAIN,MOUNTAIN,A,A,5,5,1,,,,
MOUNTAIN,MOUNTAIN,A,B,5,B,1,,,,
MOUSE/FICTION,MOUSE/FICTION,1,,1,,1,MOUSE,FICTION,,
MOVE,MOVE,flat-O,flat-O,flat-O,flat-O,1,,,,
MOVE AROUND,MOVE-AROUND,flat-O,flat-O,flat-O,flat-O,1,,,,
MOVE AWAY,MOVE-AWAY,flat-O,flat-O,5,5,1,,,,
MOVIE,MOVIE,5,S,5,S,1,,,,
MOVIE,MOVIE,5,1,5,1,1,,,,
MOVIE,MOVIE,5,B-L,5,B-L,1,,,,
MOVIE THEATER,MOVIE+SQUARE,5,B,1,1,1,,,MOVIE+SQUARE,
MOVIE THEATER,MOVIE+SQUARE,5,flat-B,1,1,1,,,MOVIE+SQUARE,
MOW,MOW,S,S,S,S,1,,,,
MUMPS,MUMPS,5-C,5-C,5-C,5-C,1,,,,
MUSEUM,MUSEUM,bent-M,bent-M,bent-M,bent-M,1,,,,
MUSIC,MUSIC,B-L,B-L,B-L,B-L,1,,,,
MUSIC,MUSIC,B-L,S,B-L,S,1,,,,
MUSIC RECORD,MUSIC-RECORD,25,25,25,25,1,,,,
MUSICIAN,MUSIC+AGENT,B-L,B-L,B-L,B-L,1,,,MUSIC+AGENT,
MUSLIM,MUSLIM,bent-M,bent-M,bent-M,bent-M,1,,,,
MUST,MUST,X,,X,,1,,,,
MUSTACHE,MUSTACHE,bent-1,bent-1,bent-1,bent-1,1,,,,
MUSTACHE,MUSTACHE,flat-G,flat-G,flat-G,flat-G,1,,,,
MW,#MW,M,,W,,1,,,,loan
MY/YOUR/HIS/HER,POSS,B-L,,B-L,,1,,,,Possessive pronoun; singular; shows who/what owns something
MYSELF/YOURSELF/THEMSELF/ITSELF,SELF,10,,10,,1,,,,Reflexive pronoun; singular; refers to the who/what is acting on itself/themself 
MYSTERY,MYSTERY,1,,X,,1,,,,
N,N,N,,N,,1,,,,alphabet
NAB,NAB,5,1,S,1,1,,,,
NAB,NAB,V,1,crvd-V,1,1,,,,
NAB,NAB,crvd-5,1,S,1,1,,,,
NAKED,NAKED,25,25,25,25,1,,,,
NAME,NAME,U,U,U,U,1,,,,
NAPKIN,NAPKIN,10,,10,,1,,,,
NAPKIN,(B-L)NAPKIN,B-L,,B-L,,1,,,,
NAPKIN,NAPKIN,A,,A,,1,,,,
NARROW STREET,NARROW-STREET,B-L,B-L,B-L,B-L,1,,,,
NARROW STREET,NARROW-STREET,flat-B,flat-B,flat-B,flat-B,1,,,,
NATIVE,NATIVE,B-L,psv,B-L,psv,1,,,,
NAVY,NAVY,3,3,flat-O_2,flat-O_2,1,,,,
NEAR,NEAR,bent-B-L,B-L,bent-B-L,B-L,1,,,,
NEAR,NEAR,bent-B-L,bent-B-L,bent-B-L,bent-B-L,1,,,,
NEAT,NEAT,baby-O,,baby-O,,1,,,,
NEAT,NEAT,X-over-thumb,,X-over-thumb,,1,,,,
NEAT,NEAT,X,,X,,1,,,,
NECK,NECK,B-L,,B-L,,1,,,,
NECKLACE,NECKLACE,F,F,F,F,1,,,,
NECKLACE,NECKLACE,1,1,1,1,1,,,,
NECKTIE,NECKTIE,bent-U,crvd-B,bent-U,crvd-B,1,,,,
NECKTIE,NECKTIE,U,U,bent-U,U,1,,,,
NEGATIVE,NEGATIVE,1,B-L,1,B-L,1,,,,
NEPHEW,NEPHEW,bent-N,,bent-N,,1,,,,
NERVOUS,NERVOUS,5,5,5,5,1,,,,
NERVY,NERVY,crvd-U,,crvd-U,,1,,,,
NET,NET,4,4,4,4,1,,,,
NETHERLANDS,ns-NETHERLANDS,B-L,B-L,flat-O,flat-O,1,,,,
NETHERLANDS,ns-nat-NETHERLANDS,Y,,Y,,1,,,,
NETHERLANDS,ns-NETHERLANDS,5,5,flat-O,flat-O,1,,,,
NEUTRAL,NEUTRAL,bent-N,,bent-N,,1,,,,
NEVER,NEVER,B,,B,,1,,,,
NEVER,NEVER,B-xd,,B-xd,,1,,,,
NEW,NEW,crvd-B,B-L,crvd-B,B-L,1,,,,
NEW,NEW,bent-B-L,B-L,bent-B-L,B-L,1,,,,
NEW ORLEANS,ns-NEW-ORLEANS,flat-O,B-L,flat-O,B-L,1,,,,
NEW ORLEANS,ns-NEW-ORLEANS,bent-N,B-L,O,B-L,1,,,,
NEW TESTAMENT,NEW+TESTAMENT,B-L,B-L,T,B-L,1,,,NEW+TESTAMENT,
NEW YORK,ns-NEW-YORK,Y,B-L,Y,B-L,1,,,,
NEXT,NEXT,bent-B-L,B-L,bent-B-L,B-L,1,,,,
NEXT TO,NEXT-TO,bent-B-L,B-L,bent-B-L,B-L,1,,,,
NEXT TO,NEXT-TO,B-L,,B-L,,1,,,,
NEXT TO,NEXT-TO,B-L,B-L,B-L,B-L,1,,,,
NEXT WEEK,NEXT-WEEK,1,B-L,1,B-L,1,,,,
NEXT YEAR,NEXT-YEAR,S,S,1,S,1,,,,
NIBBLE,NIBBLE,crvd-V,crvd-B,crvd-V,crvd-B,1,,,,
NICE/CLEAN,NICE/CLEAN,B-L,B-L,B-L,B-L,1,NICE,CLEAN,,
NIECE,NIECE,bent-N,,bent-N,,1,,,,
NIGERIA,ns-NIGERIA,bent-N,,bent-N,,1,,,,
NIGHT,NIGHT,bent-B-L,B,bent-B-L,B,1,,,,
NIGHT,NIGHT,crvd-flat-B,crvd-flat-B,crvd-flat-B,crvd-flat-B,1,,,,
NIGHT,NIGHT,bent-B,B,bent-B,B,1,,,,
NIGHTMARE,BAD+DREAM,B-L,,X,,1,,,BAD+DREAM,
NINE HOURS,NINE+HOUR,F,,1,B-L,1,,,NINE+HOUR,
NINE MONTHS,NINE-MONTHS,F,1,F,1,1,,,,
NINE WEEKS,NINE-WEEKS,F,B-L,F,B-L,1,,,,
NIPPLES,NIPPLES,F,,F,,1,,,,
NO,#NO,U-L,,flat-O_2,,1,,,,loan
NO PROBLEM,NO-PROBLEM,F,F,F,F,1,,,,
NOISE,NOISE,5,5,5,5,1,,,,
NONE,NONE,O,O,O,O,1,,,,
NONE/NOTHING,NONE/NOTHING,O,,O,,1,NONE,NOTHING,,
NOON,NOON,flat-B,B,flat-B,B,1,,,,
NORTH,NORTH,bent-N,,bent-N,,1,,,,
NORTH AMERICA,ns-NORTH-AMERICA,5,10,5,10,1,,,,
NOSE,NOSE,1,,1,,1,,,,
NOT,NOT,10,,10,,1,,,,
NOT CARE,NOT-CARE,flat-O,,5,,1,,,,
NOT CARE,NOT-CARE,flat-O,,crvd-5,,1,,,,
NOT MIND,NOT-MIND,1,,1,,1,,,,
NOT MY PROBLEM,NOT-MY-PROBLEM,cocked-8,cocked-8,crvd-sprd-B,crvd-sprd-B,1,,,,
NOT WITH,WITH+NEG_2,A,A,5,5,1,,,WITH+NEG,
NOT WITH,WITH+NEG,A,A,5,5,1,,,WITH+NEG,
NOT WITH,WITH+NEG_2,10,10,crvd-5,crvd-5,1,,,WITH+NEG,
NOT WORTH,WORTH+NEG,F,F,5,5,1,,,WORTH+NEG,
NOT YET,NOT-YET,B-L,,B-L,,1,,,,
NOTHING,NOTHING,A,A,5,5,1,,,,
NOTHING AT ALL,NOTHING-AT-ALL,B-L,,B-L,,1,,,,
NOTICE,NOTICE,1,psv,X,B-L,1,,,,
NOW,NOW,Y,Y,Y,Y,1,,,,
NOW,NOW,bent-B-L,bent-B-L,bent-B-L,bent-B-L,1,,,,
NUMBER,NUMBER,flat-O,flat-O,flat-O,flat-O,1,,,,
NUN,NUN,bent-U,bent-U,U,U,1,,,,
NURSE,NURSE,U,B-L,U,B-L,1,,,,
NURSE,NURSE,bent-U,psv,bent-U,psv,1,,,,
NURSE,NURSE,bent-U,S,bent-U,S,1,,,,
NUT,NUT,A,,A,,1,,,,
O,O,O,,O,,1,,,,alphabet
OBESE,OBESE,Y,B-L,Y,B-L,1,,,,
OBJECT MOVING IN A SMALL CIRCLE,"SCL:F\small circle\""""",F,B-L,F,B-L,1,,,,
OBJECT MOVING IN A SMALL CIRCLE,"SCL:F\small circle\""""",F,,F,,1,,,,
OBSCURE,OBSCURE,5,5,5,5,1,,,,
OBSCURE,OBSCURE,B-L,B-L,B-L,B-L,1,,,,
OBSCURE,OBSCURE,5,5,B-L,B-L,1,,,,
OCEAN,(1)WATER+OCEAN,D,,5,5,1,,,WATER+OCEAN,
OCEAN,OCEAN,B-L,B-L,B-L,B-L,1,,,,
OCEAN,WATER+OCEAN,W,,5,5,1,,,WATER+OCEAN,
OCEAN,OCEAN,5,5,5,5,1,,,,
OCTOPUS,OCTOPUS,O,O,O,O,1,,,,
OCTOPUS,OCTOPUS,O,O,O,5,1,,,,
OCTOPUS,OCTOPUS,full-M,O,5,O,1,,,,
OCTOPUS,OCTOPUS,5,O,5,O,1,,,,
OD,#OD,O,,D,,1,,,,loan
OF COURSE,OF-COURSE,bent-N,psv,bent-N,psv,1,,,,
OF COURSE,OF-COURSE,U,flat-B,U,flat-B,1,,,,
OF COURSE,OF-COURSE,U,B,U,B,1,,,,
OF COURSE,OF-COURSE,U,bent-B,U,bent-B,1,,,,
OF COURSE,OF-COURSE,U,psv,U,psv,1,,,,
OF COURSE,OF-COURSE,U,B-L,U,B-L,1,,,,
OFF,#OFF,O,,F,,1,,,,loan
OFF,OFF,B-L,S,B-L,S,1,,,,
OFF,OFF,B-L,A,B-L,A,1,,,,
OFFICE,OFFICE,O,O,O,O,1,,,,
OFTEN,OFTEN,bent-B-L,B-L,bent-B-L,B-L,1,,,,
OFTEN,OFTEN,B-L,B-L,B-L,B-L,1,,,,
OH I SEE,OH-I-SEE,Y,,Y,,1,,,,
OK,#OK,O,,K,,1,,,,loan
OLD,(S)OLD+#FF,S,,F,,1,,,,
OLD,OLD,C,,S,,1,,,,
OLD,OLD,5-C,,S,,1,,,,
OLD,OLD,S,,S,,1,,,,
OLD,(S)OLD+AVERAGE,S,,B-L,B-L,1,,,OLD+AVERAGE,
OLD TESTAMENT,(S)OLD+TESTAMENT,S,,T,B-L,1,,,OLD+TESTAMENT,
OLD TESTAMENT,OLD+TESTAMENT_2,C,,T,B-L,1,,,OLD+TESTAMENT,
ON,ON,B-L,B-L,B-L,B-L,1,,,,
ON,ON,B-L,crvd-B,B-L,crvd-B,1,,,,
ONCE,ONCE,1,B-L,1,B-L,1,,,,
ONCE IN A WHILE,ONCE-IN-A-WHILE,1,B-L,1,B-L,1,,,,
ONCE IN A WHILE,ONCE-IN-A-WHILE,1,B-L,5,B-L,1,,,,
ONE MILLION/ONE BILLION,ONE+MILLION/BILLION,1,,bent-B-L,B-L,1,MILLION,BILLION,ONE+MILLION/BILLION,number
ONE MONTH,ONE-MONTH,1,1,1,1,1,,,,
ONE MORE,ONE-MORE,1,,X,,1,,,,
ONE MORE,ONE-MORE,X,,X,,1,,,,
ONE MORE/ANOTHER ONE,ONE+MORE,1,,flat-O,flat-O,1,,,ONE+MORE,
ONE NIGHT STAND,ONE-NIGHT-STAND,B-L,B-L,A,A,1,,,,
ONE NIGHT STAND,ONE-NIGHT-STAND,flat-B,flat-B,A,A,1,,,,
ONE NIGHT STAND,ONE-NIGHT-STAND,B-L,crvd-B,A,A,1,,,,
ONE WEEK,ONE-WEEK,1,B-L,1,B-L,1,,,,
ONION,ONION,cocked-S,,cocked-S,,1,,,,
OPEN,OPEN,B-xd,B-xd,B-xd,B-xd,1,,,,
OPEN,OPEN,B,B,B,B,1,,,,
OPEN DOOR,OPEN-DOOR,B,B,B,B,1,,,,
OPEN DOOR,OPEN-DOOR,B-xd,B-xd,B-xd,B-xd,1,,,,
OPEN WINDOW,OPEN-WINDOW,B-L,B,B-L,B,1,,,,
OPEN WINDOW,OPEN-WINDOW,bent-B-L,bent-B-L,bent-B-L,bent-B-L,1,,,,
OPINION,OPINION,O,,O,,1,,,,
OPPONENT,OPPOSITE+AGENT,bent-1,bent-1,B-L,B-L,1,,,OPPOSITE+AGENT,
OPPONENT,OPPOSITE+AGENT,1,1,B-L,B-L,1,,,OPPOSITE+AGENT,
OPPORTUNITY,OPPORTUNITY,flat-O,flat-O,K,K,1,,,,
OPPORTUNITY,OPPORTUNITY,O,O,K,K,1,,,,
OPPORTUNITY,OPPORTUNITY,baby-O,baby-O,K,K,1,,,,
OPPOSITE,OPPOSITE,1,1,1,1,1,,,,
OPTION,OPTION,5,,8,,1,,,,
OPTION,OPTION,crvd-5,5,F,5,1,,,,
OPTION,OPTION,open-F,5,F,5,1,,,,
OPTION,OPTION,open-8,5,8,5,1,,,,
OR,#OR,O,,R,,1,,,,loan
ORANGE,ORANGE,C,,S,,1,,,,
ORBIT,ORBIT,bent-1,bent-1,bent-1,bent-1,1,,,,
ORBIT,ORBIT,O,1,O,1,1,,,,
ORBIT,ORBIT,1,,1,,1,,,,
ORDER,ORDER,1,,1,,1,,,,
ORGAN MUSIC,ORGAN-MUSIC,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
ORGANIZATION,ORGANIZATION,O,O,O,O,1,,,,
ORTHODOX,ORTHODOX,F,B-L,F,B-L,1,,,,
OTHER,OTHER,10,,10,,1,,,,
OTHER,OTHER,A,,10,,1,,,,
OUR/OURS,POSS-1p,B-L,,B-L,,1,,,,Possessive pronoun; first-person plural; includes signer and others
OUR/OURS,POSS-1p-pl,crvd-flat-B,,crvd-flat-B,,1,,,,Possessive pronoun; first-person plural; includes signer and others
OUR/OURS,POSS-1p-pl,B-L,,B-L,,1,,,,Possessive pronoun; first-person plural; includes signer and others
OUR/OURS,POSS-1p-pl,crvd-B,,crvd-B,,1,,,,Possessive pronoun; first-person plural; includes signer and others
OURSELVES,SELF-1p,10,,10,,1,,,,Reflexive pronoun; first-person plural; includes signer and others
OURSELVES,SELF-1p,A,,A,,1,,,,Reflexive pronoun; first-person plural; includes signer and others
OURSELVES,SELF-1p-pl,A,,10,,1,,,,Reflexive pronoun; first-person plural; includes signer and others
OURSELVES,SELF-1p-pl,10,,10,,1,,,,Reflexive pronoun; first-person plural; includes signer and others
OURSELVES,SELF-pl-4,10,,10,,1,,,,Reflexive pronoun; first-person plural; includes signer and others
